iteration,official_year,ceremony_date,category_group,category,official_name,common_name,nomination_id,statement,pending,winner,official,stat,statement_name,statement_ind,entity_imdb_id,entity_type,name,title_imdb_id,title,detail,title_winner,note
13,1940,1941-02-27,Production Design,Art Direction (Black-and-White),ART DIRECTION (Black-and-White),Best Art Direction (Black-and-White),928,"Van Nest Polglase, Mark-Lee Kirk",False,False,True,True,Mark-Lee Kirk,19,nm0456521,person,Mark-Lee Kirk,tt0029284,My Favorite Wife,[],False,
13,1940,1941-02-27,Production Design,Art Direction (Black-and-White),ART DIRECTION (Black-and-White),Best Art Direction (Black-and-White),929,John DuCasse Schulze,False,False,True,True,John DuCasse Schulze,0,nm0776388,person,John DuCasse Schulze,tt0032831,"My Son, My Son!",[],False,
13,1940,1941-02-27,Production Design,Art Direction (Black-and-White),ART DIRECTION (Black-and-White),Best Art Direction (Black-and-White),930,Lewis J. Rachmil,False,False,True,True,Lewis J. Rachmil,0,nm0705135,person,Lewis J. Rachmil,tt0032881,Our Town,[],False,
13,1940,1941-02-27,Production Design,Art Direction (Black-and-White),ART DIRECTION (Black-and-White),Best Art Direction (Black-and-White),931,Lyle Wheeler,False,False,True,True,Lyle Wheeler,0,nm0923907,person,Lyle Wheeler,tt0032976,Rebecca,[],False,
13,1940,1941-02-27,Production Design,Art Direction (Black-and-White),ART DIRECTION (Black-and-White),Best Art Direction (Black-and-White),932,Anton Grot,False,False,True,True,Anton Grot,0,nm0343819,person,Anton Grot,tt0033028,The Sea Hawk,[],False,
13,1940,1941-02-27,Production Design,Art Direction (Black-and-White),ART DIRECTION (Black-and-White),Best Art Direction (Black-and-White),933,James Basevi,False,False,True,True,James Basevi,0,nm0059730,person,James Basevi,tt0033253,The Westerner,[],False,
13,1940,1941-02-27,Production Design,Art Direction (Color),ART DIRECTION (Color),Best Art Direction (Color),934,Vincent Korda,False,True,True,True,Vincent Korda,0,nm0466112,person,Vincent Korda,tt0033152,The Thief of Bagdad,[],True,
13,1940,1941-02-27,Production Design,Art Direction (Color),ART DIRECTION (Color),Best Art Direction (Color),935,"Cedric Gibbons, John S. Detlie",False,False,True,True,Cedric Gibbons,0,nm0316539,person,Cedric Gibbons,tt0032256,Bitter Sweet,[],False,
13,1940,1941-02-27,Production Design,Art Direction (Color),ART DIRECTION (Color),Best Art Direction (Color),935,"Cedric Gibbons, John S. Detlie",False,False,True,True,John S. Detlie,16,nm0221898,person,John S. Detlie,tt0032256,Bitter Sweet,[],False,
13,1940,1941-02-27,Production Design,Art Direction (Color),ART DIRECTION (Color),Best Art Direction (Color),936,"Richard Day, Joseph C. Wright",False,False,True,True,Richard Day,0,nm0206554,person,Richard Day,tt0032410,Down Argentine Way,[],False,
13,1940,1941-02-27,Production Design,Art Direction (Color),ART DIRECTION (Color),Best Art Direction (Color),936,"Richard Day, Joseph C. Wright",False,False,True,True,Joseph C. Wright,13,nm0942532,person,Joseph Wright,tt0032410,Down Argentine Way,[],False,
13,1940,1941-02-27,Production Design,Art Direction (Color),ART DIRECTION (Color),Best Art Direction (Color),937,"Hans Dreier, Roland Anderson",False,False,True,True,Hans Dreier,0,nm0237417,person,Hans Dreier,tt0032850,North West Mounted Police,[],False,
13,1940,1941-02-27,Production Design,Art Direction (Color),ART DIRECTION (Color),Best Art Direction (Color),937,"Hans Dreier, Roland Anderson",False,False,True,True,Roland Anderson,13,nm0027380,person,Roland Anderson,tt0032850,North West Mounted Police,[],False,
13,1940,1941-02-27,Short Film (Live Action),Short Subject (One-reel),SHORT SUBJECT (One-reel),Short Subject (One-reel),997,"Pete Smith, Producer",False,True,True,True,Pete Smith,0,nm0809570,person,Pete Smith,tt0032960,Quicker 'N a Wink,[],True,
13,1940,1941-02-27,Short Film (Live Action),Short Subject (One-reel),SHORT SUBJECT (One-reel),Short Subject (One-reel),998,Warner Bros.,False,False,True,True,Warner Bros.,0,co0002663,company,Warner Bros.,tt0032723,London Can Take It,[],False,
13,1940,1941-02-27,Short Film (Live Action),Short Subject (One-reel),SHORT SUBJECT (One-reel),Short Subject (One-reel),999,Metro-Goldwyn-Mayer,False,False,True,True,Metro-Goldwyn-Mayer,0,co0007143,company,Metro-Goldwyn-Mayer,tt0032810,More about Nostradamus,[],False,
13,1940,1941-02-27,Short Film (Live Action),Short Subject (One-reel),SHORT SUBJECT (One-reel),Short Subject (One-reel),1000,RKO Radio,False,False,True,True,RKO Radio,0,co0041421,company,RKO Radio,tt0033050,Siege,[],False,
13,1940,1941-02-27,Short Film (Live Action),Short Subject (Two-reel),SHORT SUBJECT (Two-reel),Best Short Subject (Two-reel),1001,Warner Bros.,False,True,True,True,Warner Bros.,0,co0002663,company,Warner Bros.,tt0033138,"Teddy, the Rough Rider",[],True,
13,1940,1941-02-27,Short Film (Live Action),Short Subject (Two-reel),SHORT SUBJECT (Two-reel),Best Short Subject (Two-reel),1002,Metro-Goldwyn-Mayer,False,False,True,True,Metro-Goldwyn-Mayer,0,co0007143,company,Metro-Goldwyn-Mayer,tt0032449,Eyes of the Navy,[],False,
13,1940,1941-02-27,Short Film (Live Action),Short Subject (Two-reel),SHORT SUBJECT (Two-reel),Best Short Subject (Two-reel),1003,Warner Bros.,False,False,True,True,Warner Bros.,0,co0002663,company,Warner Bros.,tt0033037,Service with the Colors,[],False,
13,1940,1941-02-27,Sound,Sound Mixing,SOUND RECORDING,Best Sound Recording,1004,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",False,True,True,True,Metro-Goldwyn-Mayer Studio Sound Department,0,co0007143,company,Metro-Goldwyn-Mayer,tt0033110,Strike Up the Band,[],True,
13,1940,1941-02-27,Sound,Sound Mixing,SOUND RECORDING,Best Sound Recording,1004,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",False,True,True,True,Douglas Shearer,45,nm0790428,person,Douglas Shearer,tt0033110,Strike Up the Band,[],True,
13,1940,1941-02-27,Sound,Sound Mixing,SOUND RECORDING,Best Sound Recording,1005,"Republic Studio Sound Department, Charles L. Lootens, Sound Director",False,False,True,True,Republic Studio Sound Department,0,co0020540,company,Republic Studio Sound Department,tt0032246,Behind the News,[],False,
13,1940,1941-02-27,Sound,Sound Mixing,SOUND RECORDING,Best Sound Recording,1005,"Republic Studio Sound Department, Charles L. Lootens, Sound Director",False,False,True,True,Charles L. Lootens,34,nm0519780,person,Charles Lootens,tt0032246,Behind the News,[],False,
13,1940,1941-02-27,Sound,Sound Mixing,SOUND RECORDING,Best Sound Recording,1006,"Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director",False,False,True,True,Hal Roach Studio Sound Department,0,co0075561,company,Hal Roach (production company),tt0032304,Captain Caution,[],False,
13,1940,1941-02-27,Sound,Sound Mixing,SOUND RECORDING,Best Sound Recording,1006,"Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director",False,False,True,True,Elmer A. Raguse,35,nm0706649,person,Elmer Raguse,tt0032304,Captain Caution,[],False,
13,1940,1941-02-27,Sound,Sound Mixing,SOUND RECORDING,Best Sound Recording,1007,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",False,False,True,True,20th Century-Fox Studio Sound Department,0,co0000756,company,20th Century-Fox,tt0032551,The Grapes of Wrath,[],False,
13,1940,1941-02-27,Sound,Sound Mixing,SOUND RECORDING,Best Sound Recording,1007,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",False,False,True,True,E. H. Hansen,42,nm0360770,person,E. H. Hansen,tt0032551,The Grapes of Wrath,[],False,
13,1940,1941-02-27,Sound,Sound Mixing,SOUND RECORDING,Best Sound Recording,1008,"General Service Sound Department, Jack Whitney, Sound Director",False,False,True,True,General Service Sound Department,0,co0116827,company,"Sound Service, Inc.",tt0032612,The Howards of Virginia,[],False,
13,1940,1941-02-27,Sound,Sound Mixing,SOUND RECORDING,Best Sound Recording,1008,"General Service Sound Department, Jack Whitney, Sound Director",False,False,True,True,Jack Whitney,34,nm0926303,person,Jack R. Whitney,tt0032612,The Howards of Virginia,[],False,
13,1940,1941-02-27,Sound,Sound Mixing,SOUND RECORDING,Best Sound Recording,1009,"RKO Radio Studio Sound Department, John Aalberg, Sound Director",False,False,True,True,RKO Radio Studio Sound Department,0,co0041421,company,RKO Radio,tt0032671,Kitty Foyle,[],False,
13,1940,1941-02-27,Sound,Sound Mixing,SOUND RECORDING,Best Sound Recording,1009,"RKO Radio Studio Sound Department, John Aalberg, Sound Director",False,False,True,True,John Aalberg,35,nm0007356,person,John O. Aalberg,tt0032671,Kitty Foyle,[],False,
13,1940,1941-02-27,Sound,Sound Mixing,SOUND RECORDING,Best Sound Recording,1010,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director",False,False,True,True,Paramount Studio Sound Department,0,co0023400,company,Paramount,tt0032850,North West Mounted Police,[],False,
13,1940,1941-02-27,Sound,Sound Mixing,SOUND RECORDING,Best Sound Recording,1010,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director",False,False,True,True,Loren L. Ryder,35,nm0753122,person,Loren L. Ryder,tt0032850,North West Mounted Police,[],False,
13,1940,1941-02-27,Sound,Sound Mixing,SOUND RECORDING,Best Sound Recording,1011,"Samuel Goldwyn Studio Sound Department, Thomas T. Moulton, Sound Director",False,False,True,True,Samuel Goldwyn Studio Sound Department,0,co0016710,company,Samuel Goldwyn Productions,tt0032881,Our Town,[],False,
13,1940,1941-02-27,Sound,Sound Mixing,SOUND RECORDING,Best Sound Recording,1011,"Samuel Goldwyn Studio Sound Department, Thomas T. Moulton, Sound Director",False,False,True,True,Thomas T. Moulton,40,nm0609771,person,Thomas T. Moulton,tt0032881,Our Town,[],False,
13,1940,1941-02-27,Sound,Sound Mixing,SOUND RECORDING,Best Sound Recording,1012,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director",False,False,True,True,Warner Bros. Studio Sound Department,0,co0002663,company,Warner Bros.,tt0033028,The Sea Hawk,[],False,
13,1940,1941-02-27,Sound,Sound Mixing,SOUND RECORDING,Best Sound Recording,1012,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director",False,False,True,True,Nathan Levinson,38,nm0506080,person,Col. Nathan Levinson,tt0033028,The Sea Hawk,[],False,
13,1940,1941-02-27,Sound,Sound Mixing,SOUND RECORDING,Best Sound Recording,1013,"Universal Studio Sound Department, Bernard B. Brown, Sound Director",False,False,True,True,Universal Studio Sound Department,0,co0005073,company,Universal,tt0033095,Spring Parade,[],False,
13,1940,1941-02-27,Sound,Sound Mixing,SOUND RECORDING,Best Sound Recording,1013,"Universal Studio Sound Department, Bernard B. Brown, Sound Director",False,False,True,True,Bernard B. Brown,35,nm0113094,person,Bernard B. Brown,tt0033095,Spring Parade,[],False,
13,1940,1941-02-27,Sound,Sound Mixing,SOUND RECORDING,Best Sound Recording,1014,"Columbia Studio Sound Department, John Livadary, Sound Director",False,False,True,True,Columbia Studio Sound Department,0,co0050868,company,Columbia,tt0033174,Too Many Husbands,[],False,
13,1940,1941-02-27,Sound,Sound Mixing,SOUND RECORDING,Best Sound Recording,1014,"Columbia Studio Sound Department, John Livadary, Sound Director",False,False,True,True,John Livadary,34,nm0515093,person,John P. Livadary,tt0033174,Too Many Husbands,[],False,
13,1940,1941-02-27,Writing,Adapted Screenplay,WRITING (Screenplay),Best Screenplay,896,Donald Ogden Stewart,False,True,True,True,Donald Ogden Stewart,0,nm0829330,person,Donald Ogden Stewart,tt0032904,The Philadelphia Story,[],True,
13,1940,1941-02-27,Writing,Adapted Screenplay,WRITING (Screenplay),Best Screenplay,897,Nunnally Johnson,False,False,True,True,Nunnally Johnson,0,nm0425913,person,Nunnally Johnson,tt0032551,The Grapes of Wrath,[],False,
13,1940,1941-02-27,Writing,Adapted Screenplay,WRITING (Screenplay),Best Screenplay,898,Dalton Trumbo,False,False,True,True,Dalton Trumbo,0,nm0874308,person,Dalton Trumbo,tt0032671,Kitty Foyle,[],False,
13,1940,1941-02-27,Writing,Adapted Screenplay,WRITING (Screenplay),Best Screenplay,899,Dudley Nichols,False,False,True,True,Dudley Nichols,0,nm0629580,person,Dudley Nichols,tt0032728,The Long Voyage Home,[],False,
13,1940,1941-02-27,Writing,Adapted Screenplay,WRITING (Screenplay),Best Screenplay,900,"Robert E. Sherwood, Joan Harrison",False,False,True,True,Robert E. Sherwood,0,nm0792845,person,Robert E. Sherwood,tt0032976,Rebecca,[],False,
13,1940,1941-02-27,Writing,Adapted Screenplay,WRITING (Screenplay),Best Screenplay,900,"Robert E. Sherwood, Joan Harrison",False,False,True,True,Joan Harrison,20,nm0365661,person,Joan Harrison,tt0032976,Rebecca,[],False,
13,1940,1941-02-27,Writing,Original Screenplay,WRITING (Original Screenplay),Best Original Screenplay,1029,Preston Sturges,False,True,True,True,Preston Sturges,0,nm0002545,person,Preston Sturges,tt0032554,The Great McGinty,[],True,
13,1940,1941-02-27,Writing,Original Screenplay,WRITING (Original Screenplay),Best Original Screenplay,1030,Ben Hecht,False,False,True,True,Ben Hecht,0,nm0372942,person,Ben Hecht,tt0032209,Angels over Broadway,[],False,
13,1940,1941-02-27,Writing,Original Screenplay,WRITING (Original Screenplay),Best Original Screenplay,1031,"John Huston, Heinz Herald, Norman Burnside",False,False,True,True,John Huston,0,nm0001379,person,John Huston,tt0032413,Dr. Ehrlich's Magic Bullet,[],False,
13,1940,1941-02-27,Writing,Original Screenplay,WRITING (Original Screenplay),Best Original Screenplay,1031,"John Huston, Heinz Herald, Norman Burnside",False,False,True,True,Heinz Herald,13,nm0378431,person,Heinz Herald,tt0032413,Dr. Ehrlich's Magic Bullet,[],False,
13,1940,1941-02-27,Writing,Original Screenplay,WRITING (Original Screenplay),Best Original Screenplay,1031,"John Huston, Heinz Herald, Norman Burnside",False,False,True,True,Norman Burnside,27,nm0122943,person,Norman Burnside,tt0032413,Dr. Ehrlich's Magic Bullet,[],False,
13,1940,1941-02-27,Writing,Original Screenplay,WRITING (Original Screenplay),Best Original Screenplay,1032,"Charles Bennett, Joan Harrison",False,False,True,True,Charles Bennett,0,nm0071657,person,Charles Bennett,tt0032484,Foreign Correspondent,[],False,
13,1940,1941-02-27,Writing,Original Screenplay,WRITING (Original Screenplay),Best Original Screenplay,1032,"Charles Bennett, Joan Harrison",False,False,True,True,Joan Harrison,17,nm0365661,person,Joan Harrison,tt0032484,Foreign Correspondent,[],False,
13,1940,1941-02-27,Writing,Original Screenplay,WRITING (Original Screenplay),Best Original Screenplay,1033,Charles Chaplin,False,False,True,True,Charles Chaplin,0,nm0000122,person,Charles Chaplin,tt0032553,The Great Dictator,[],False,
13,1940,1941-02-27,Writing,Story,WRITING (Original Story),Best Original Story,1034,"Benjamin Glazer, John S. Toldy",False,True,True,True,Benjamin Glazer,0,nm0322227,person,Benjamin Glazer,tt0032220,"Arise, My Love",[],True,
13,1940,1941-02-27,Writing,Story,WRITING (Original Story),Best Original Story,1034,"Benjamin Glazer, John S. Toldy",False,True,True,True,John S. Toldy,17,nm0844459,person,John S. Toldy,tt0032220,"Arise, My Love",[],True,
13,1940,1941-02-27,Writing,Story,WRITING (Original Story),Best Original Story,1035,Walter Reisch,False,False,True,True,Walter Reisch,0,nm0281556,person,Walter Reisch,tt0032349,Comrade X,[],False,
13,1940,1941-02-27,Writing,Story,WRITING (Original Story),Best Original Story,1036,"Dore Schary, Hugo Butler",False,False,True,True,Dore Schary,0,nm0770196,person,Dore Schary,tt0032432,"Edison, the Man",[],False,
13,1940,1941-02-27,Writing,Story,WRITING (Original Story),Best Original Story,1036,"Dore Schary, Hugo Butler",False,False,True,True,Hugo Butler,13,nm0124947,person,Hugo Butler,tt0032432,"Edison, the Man",[],False,
13,1940,1941-02-27,Writing,Story,WRITING (Original Story),Best Original Story,1037,"Bella Spewack, Samuel Spewack, Leo McCarey",False,False,True,True,Bella Spewack,0,nm0818415,person,Bella Spewack,tt0029284,My Favorite Wife,[],False,
13,1940,1941-02-27,Writing,Story,WRITING (Original Story),Best Original Story,1037,"Bella Spewack, Samuel Spewack, Leo McCarey",False,False,True,True,Samuel Spewack,15,nm0818416,person,Samuel Spewack,tt0029284,My Favorite Wife,[],False,
13,1940,1941-02-27,Writing,Story,WRITING (Original Story),Best Original Story,1037,"Bella Spewack, Samuel Spewack, Leo McCarey",False,False,True,True,Leo McCarey,31,nm0564970,person,Leo McCarey,tt0029284,My Favorite Wife,[],False,
13,1940,1941-02-27,Writing,Story,WRITING (Original Story),Best Original Story,1038,Stuart N. Lake,False,False,True,True,Stuart N. Lake,0,nm0482193,person,Stuart N. Lake,tt0033253,The Westerner,[],False,
13,1940,1941-02-27,Other,Animated Short,SHORT SUBJECT (Cartoon),Best Short Subject (Cartoon),994,Metro-Goldwyn-Mayer,False,True,True,True,Metro-Goldwyn-Mayer,0,co0007143,company,Metro-Goldwyn-Mayer,tt0032794,The Milky Way,[],True,
13,1940,1941-02-27,Other,Animated Short,SHORT SUBJECT (Cartoon),Best Short Subject (Cartoon),995,Metro-Goldwyn-Mayer,False,False,True,True,Metro-Goldwyn-Mayer,0,co0007143,company,Metro-Goldwyn-Mayer,tt0032953,Puss Gets the Boot,[],False,
13,1940,1941-02-27,Other,Animated Short,SHORT SUBJECT (Cartoon),Best Short Subject (Cartoon),996,"Leon Schlesinger, Producer",False,False,True,True,Leon Schlesinger,0,nm0772266,person,Leon Schlesinger,tt0033260,A Wild Hare,[],False,
13,1940,1941-02-27,Other,Film Editing,FILM EDITING,Best Film Editing,954,Anne Bauchens,False,True,True,True,Anne Bauchens,0,nm0061640,person,Anne Bauchens,tt0032850,North West Mounted Police,[],True,
13,1940,1941-02-27,Other,Film Editing,FILM EDITING,Best Film Editing,955,Robert Simpson,False,False,True,True,Robert Simpson,0,nm0801184,person,Robert Simpson,tt0032551,The Grapes of Wrath,[],False,
13,1940,1941-02-27,Other,Film Editing,FILM EDITING,Best Film Editing,956,Warren Low,False,False,True,True,Warren Low,0,nm0522848,person,Warren Low,tt0032701,The Letter,[],False,
13,1940,1941-02-27,Other,Film Editing,FILM EDITING,Best Film Editing,957,Sherman Todd,False,False,True,True,Sherman Todd,0,nm0865285,person,Sherman Todd,tt0032728,The Long Voyage Home,[],False,
13,1940,1941-02-27,Other,Film Editing,FILM EDITING,Best Film Editing,958,Hal C. Kern,False,False,True,True,Hal C. Kern,0,nm0449456,person,Hal C. Kern,tt0032976,Rebecca,[],False,
13,1940,1941-02-27,Other,Picture,OUTSTANDING PRODUCTION,Outstanding Production,886,Selznick International Pictures,False,True,True,True,Selznick International Pictures,0,co0130901,company,Selznick International Pictures,tt0032976,Rebecca,[],True,
13,1940,1941-02-27,Other,Picture,OUTSTANDING PRODUCTION,Outstanding Production,887,Warner Bros.,False,False,True,True,Warner Bros.,0,co0002663,company,Warner Bros.,tt0032194,"All This, and Heaven Too",[],False,
13,1940,1941-02-27,Other,Picture,OUTSTANDING PRODUCTION,Outstanding Production,888,Walter Wanger (production company),False,False,True,True,Walter Wanger (production company),0,co0035064,company,Walter Wanger Pictures,tt0032484,Foreign Correspondent,[],False,
13,1940,1941-02-27,Other,Picture,OUTSTANDING PRODUCTION,Outstanding Production,889,20th Century-Fox,False,False,True,True,20th Century-Fox,0,co0000756,company,20th Century-Fox,tt0032551,The Grapes of Wrath,[],False,
13,1940,1941-02-27,Other,Picture,OUTSTANDING PRODUCTION,Outstanding Production,890,Charles Chaplin Productions,False,False,True,True,Charles Chaplin Productions,0,co0028083,company,Charles Chaplin Productions,tt0032553,The Great Dictator,[],False,
13,1940,1941-02-27,Other,Picture,OUTSTANDING PRODUCTION,Outstanding Production,891,RKO Radio,False,False,True,True,RKO Radio,0,co0041421,company,RKO Radio,tt0032671,Kitty Foyle,[],False,
13,1940,1941-02-27,Other,Picture,OUTSTANDING PRODUCTION,Outstanding Production,892,Warner Bros.,False,False,True,True,Warner Bros.,0,co0002663,company,Warner Bros.,tt0032701,The Letter,[],False,
13,1940,1941-02-27,Other,Picture,OUTSTANDING PRODUCTION,Outstanding Production,893,Argosy-Wanger,False,False,True,True,Argosy-Wanger,0,co_3,company,Argosy-Wanger,tt0032728,The Long Voyage Home,[],False,
13,1940,1941-02-27,Other,Picture,OUTSTANDING PRODUCTION,Outstanding Production,894,Sol Lesser (production company),False,False,True,True,Sol Lesser (production company),0,co0027170,company,Sol Lesser (production company),tt0032881,Our Town,[],False,
13,1940,1941-02-27,Other,Picture,OUTSTANDING PRODUCTION,Outstanding Production,895,Metro-Goldwyn-Mayer,False,False,True,True,Metro-Goldwyn-Mayer,0,co0007143,company,Metro-Goldwyn-Mayer,tt0032904,The Philadelphia Story,[],False,
13,1940,1941-02-27,Other,Special Effects,SPECIAL EFFECTS,Best Special Effects,1015,Photographic Effects by Lawrence Butler; Sound Effects by Jack Whitney,False,True,True,True,Lawrence Butler,24,nm0125022,person,Lawrence W. Butler,tt0033152,The Thief of Bagdad,[],True,
13,1940,1941-02-27,Other,Special Effects,SPECIAL EFFECTS,Best Special Effects,1015,Photographic Effects by Lawrence Butler; Sound Effects by Jack Whitney,False,True,True,True,Jack Whitney,58,nm0926303,person,Jack R. Whitney,tt0033152,The Thief of Bagdad,[],True,
13,1940,1941-02-27,Other,Special Effects,SPECIAL EFFECTS,Best Special Effects,1016,Photographic Effects by Fred Sersen; Sound Effects by E. H. Hansen,False,False,True,True,Fred Sersen,24,nm0785731,person,Fred Sersen,tt0032264,The Blue Bird,[],False,
13,1940,1941-02-27,Other,Special Effects,SPECIAL EFFECTS,Best Special Effects,1016,Photographic Effects by Fred Sersen; Sound Effects by E. H. Hansen,False,False,True,True,E. H. Hansen,54,nm0360770,person,E. H. Hansen,tt0032264,The Blue Bird,[],False,
13,1940,1941-02-27,Other,Special Effects,SPECIAL EFFECTS,Best Special Effects,1017,Photographic Effects by A. Arnold Gillespie; Sound Effects by Douglas Shearer,False,False,True,True,A. Arnold Gillespie,24,nm0318901,person,A. Arnold Gillespie,tt0032273,Boom Town,[],False,
13,1940,1941-02-27,Other,Special Effects,SPECIAL EFFECTS,Best Special Effects,1017,Photographic Effects by A. Arnold Gillespie; Sound Effects by Douglas Shearer,False,False,True,True,Douglas Shearer,62,nm0790428,person,Douglas Shearer,tt0032273,Boom Town,[],False,
13,1940,1941-02-27,Other,Special Effects,SPECIAL EFFECTS,Best Special Effects,1018,"Photographic Effects by John P. Fulton; Sound Effects by Bernard B. Brown, Joseph Lapis",False,False,True,True,John P. Fulton,24,nm0298483,person,John Fulton,tt0032276,The Boys from Syracuse,[],False,
13,1940,1941-02-27,Other,Special Effects,SPECIAL EFFECTS,Best Special Effects,1018,"Photographic Effects by John P. Fulton; Sound Effects by Bernard B. Brown, Joseph Lapis",False,False,True,True,Bernard B. Brown,57,nm0113094,person,Bernard B. Brown,tt0032276,The Boys from Syracuse,[],False,
13,1940,1941-02-27,Other,Special Effects,SPECIAL EFFECTS,Best Special Effects,1018,"Photographic Effects by John P. Fulton; Sound Effects by Bernard B. Brown, Joseph Lapis",False,False,True,True,Joseph Lapis,75,nm0487596,person,Joseph Lapis,tt0032276,The Boys from Syracuse,[],False,
13,1940,1941-02-27,Other,Special Effects,SPECIAL EFFECTS,Best Special Effects,1019,"Photographic Effects by Gordon Jennings, Farciot Edouart",False,False,True,True,Gordon Jennings,24,nm0421157,person,Gordon Jennings,tt0032412,Dr. Cyclops,[],False,
13,1940,1941-02-27,Other,Special Effects,SPECIAL EFFECTS,Best Special Effects,1019,"Photographic Effects by Gordon Jennings, Farciot Edouart",False,False,True,True,Farciot Edouart,41,nm0249643,person,Farciot Edouart,tt0032412,Dr. Cyclops,[],False,
13,1940,1941-02-27,Other,Special Effects,SPECIAL EFFECTS,Best Special Effects,1020,Photographic Effects by Paul Eagler; Sound Effects by Thomas T. Moulton,False,False,True,True,Paul Eagler,24,nm0247122,person,Paul Eagler,tt0032484,Foreign Correspondent,[],False,
13,1940,1941-02-27,Other,Special Effects,SPECIAL EFFECTS,Best Special Effects,1020,Photographic Effects by Paul Eagler; Sound Effects by Thomas T. Moulton,False,False,True,True,Thomas T. Moulton,54,nm0609771,person,Thomas T. Moulton,tt0032484,Foreign Correspondent,[],False,
13,1940,1941-02-27,Other,Special Effects,SPECIAL EFFECTS,Best Special Effects,1021,"Photographic Effects by John P. Fulton; Sound Effects by Bernard B. Brown, William Hedgecock",False,False,True,True,John P. Fulton,24,nm0298483,person,John Fulton,tt0032635,The Invisible Man Returns,[],False,
13,1940,1941-02-27,Other,Special Effects,SPECIAL EFFECTS,Best Special Effects,1021,"Photographic Effects by John P. Fulton; Sound Effects by Bernard B. Brown, William Hedgecock",False,False,True,True,Bernard B. Brown,57,nm0113094,person,Bernard B. Brown,tt0032635,The Invisible Man Returns,[],False,
13,1940,1941-02-27,Other,Special Effects,SPECIAL EFFECTS,Best Special Effects,1021,"Photographic Effects by John P. Fulton; Sound Effects by Bernard B. Brown, William Hedgecock",False,False,True,True,William Hedgecock,75,nm0373232,person,William Hedgecock,tt0032635,The Invisible Man Returns,[],False,
13,1940,1941-02-27,Other,Special Effects,SPECIAL EFFECTS,Best Special Effects,1022,"Photographic Effects by R. T. Layton, R. O. Binger; Sound Effects by Thomas T. Moulton",False,False,True,True,R. T. Layton,24,nm0493632,person,R. T. Layton,tt0032728,The Long Voyage Home,[],False,
13,1940,1941-02-27,Other,Special Effects,SPECIAL EFFECTS,Best Special Effects,1022,"Photographic Effects by R. T. Layton, R. O. Binger; Sound Effects by Thomas T. Moulton",False,False,True,True,R. O. Binger,38,nm0082915,person,R. O. Binger,tt0032728,The Long Voyage Home,[],False,
13,1940,1941-02-27,Other,Special Effects,SPECIAL EFFECTS,Best Special Effects,1022,"Photographic Effects by R. T. Layton, R. O. Binger; Sound Effects by Thomas T. Moulton",False,False,True,True,Thomas T. Moulton,69,nm0609771,person,Thomas T. Moulton,tt0032728,The Long Voyage Home,[],False,
13,1940,1941-02-27,Other,Special Effects,SPECIAL EFFECTS,Best Special Effects,1023,Photographic Effects by Roy Seawright; Sound Effects by Elmer Raguse,False,False,True,True,Roy Seawright,24,nm0780880,person,Roy Seawright,tt0032871,One Million B.C.,[],False,
13,1940,1941-02-27,Other,Special Effects,SPECIAL EFFECTS,Best Special Effects,1023,Photographic Effects by Roy Seawright; Sound Effects by Elmer Raguse,False,False,True,True,Elmer Raguse,56,nm0706649,person,Elmer Raguse,tt0032871,One Million B.C.,[],False,
13,1940,1941-02-27,Other,Special Effects,SPECIAL EFFECTS,Best Special Effects,1024,Photographic Effects by Jack Cosgrove; Sound Effects by Arthur Johns,False,False,True,True,Jack Cosgrove,24,nm0181832,person,Jack Cosgrove,tt0032976,Rebecca,[],False,
13,1940,1941-02-27,Other,Special Effects,SPECIAL EFFECTS,Best Special Effects,1024,Photographic Effects by Jack Cosgrove; Sound Effects by Arthur Johns,False,False,True,True,Arthur Johns,56,nm0424284,person,Arthur W. Johns,tt0032976,Rebecca,[],False,
13,1940,1941-02-27,Other,Special Effects,SPECIAL EFFECTS,Best Special Effects,1025,Photographic Effects by Byron Haskin; Sound Effects by Nathan Levinson,False,False,True,True,Byron Haskin,24,nm0005738,person,Byron Haskin,tt0033028,The Sea Hawk,[],False,
13,1940,1941-02-27,Other,Special Effects,SPECIAL EFFECTS,Best Special Effects,1025,Photographic Effects by Byron Haskin; Sound Effects by Nathan Levinson,False,False,True,True,Nathan Levinson,55,nm0506080,person,Col. Nathan Levinson,tt0033028,The Sea Hawk,[],False,
13,1940,1941-02-27,Other,Special Effects,SPECIAL EFFECTS,Best Special Effects,1026,Photographic Effects by Vernon L. Walker; Sound Effects by John O. Aalberg,False,False,True,True,Vernon L. Walker,24,nm0908289,person,Vernon L. Walker,tt0033124,Swiss Family Robinson,[],False,
